2017-12-18 10:13:22,368 p=25318 u=packetferret |   25318 1513613602.36770: starting run
2017-12-18 10:23:44,244 p=27100 u=packetferret |  failed to create control socket for host leaf04_re
2017-12-18 10:23:44,244 p=27100 u=packetferret |  Traceback (most recent call last):
  File "/usr/bin/ansible-connection", line 315, in main
    server = Server(socket_path, pc)
  File "/usr/bin/ansible-connection", line 111, in __init__
    self.connection = connection_loader.get(play_context.connection, play_context, sys.stdin)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 363, in get
    self._module_cache[path] = self._load_module_source(name, path)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 339, in _load_module_source
    module = imp.load_source(full_name, path, module_file)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/connection/netconf.py", line 90, in <module>
    raise AnsibleError("ncclient is not installed")
AnsibleError: ncclient is not installed

2017-12-18 10:23:44,292 p=27098 u=packetferret |  creating new control socket for host leaf02_re:8830 as user root
2017-12-18 10:23:44,292 p=27098 u=packetferret |  control socket path is /home/packetferret/.ansible/pc/277a7cb7e3
2017-12-18 10:23:44,292 p=27098 u=packetferret |  current working directory is /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access
2017-12-18 10:23:44,292 p=27098 u=packetferret |  using connection plugin netconf
2017-12-18 10:23:44,293 p=27098 u=packetferret |  failed to create control socket for host leaf02_re
2017-12-18 10:23:44,294 p=27098 u=packetferret |  Traceback (most recent call last):
  File "/usr/bin/ansible-connection", line 315, in main
    server = Server(socket_path, pc)
  File "/usr/bin/ansible-connection", line 111, in __init__
    self.connection = connection_loader.get(play_context.connection, play_context, sys.stdin)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 363, in get
    self._module_cache[path] = self._load_module_source(name, path)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 339, in _load_module_source
    module = imp.load_source(full_name, path, module_file)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/connection/netconf.py", line 90, in <module>
    raise AnsibleError("ncclient is not installed")
AnsibleError: ncclient is not installed

2017-12-18 10:23:44,447 p=27099 u=packetferret |  creating new control socket for host leaf03_re:8830 as user root
2017-12-18 10:23:44,447 p=27099 u=packetferret |  control socket path is /home/packetferret/.ansible/pc/4a5db9edcc
2017-12-18 10:23:44,447 p=27099 u=packetferret |  current working directory is /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access
2017-12-18 10:23:44,447 p=27099 u=packetferret |  using connection plugin netconf
2017-12-18 10:23:44,449 p=27099 u=packetferret |  failed to create control socket for host leaf03_re
2017-12-18 10:23:44,449 p=27099 u=packetferret |  Traceback (most recent call last):
  File "/usr/bin/ansible-connection", line 315, in main
    server = Server(socket_path, pc)
  File "/usr/bin/ansible-connection", line 111, in __init__
    self.connection = connection_loader.get(play_context.connection, play_context, sys.stdin)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 363, in get
    self._module_cache[path] = self._load_module_source(name, path)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 339, in _load_module_source
    module = imp.load_source(full_name, path, module_file)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/connection/netconf.py", line 90, in <module>
    raise AnsibleError("ncclient is not installed")
AnsibleError: ncclient is not installed

2017-12-18 10:23:44,542 p=27097 u=packetferret |  creating new control socket for host 127.0.0.1:8830 as user root
2017-12-18 10:23:44,542 p=27097 u=packetferret |  control socket path is /home/packetferret/.ansible/pc/4c38478c28
2017-12-18 10:23:44,542 p=27097 u=packetferret |  current working directory is /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access
2017-12-18 10:23:44,542 p=27097 u=packetferret |  using connection plugin netconf
2017-12-18 10:23:44,543 p=27097 u=packetferret |  failed to create control socket for host 127.0.0.1
2017-12-18 10:23:44,544 p=27097 u=packetferret |  Traceback (most recent call last):
  File "/usr/bin/ansible-connection", line 315, in main
    server = Server(socket_path, pc)
  File "/usr/bin/ansible-connection", line 111, in __init__
    self.connection = connection_loader.get(play_context.connection, play_context, sys.stdin)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 363, in get
    self._module_cache[path] = self._load_module_source(name, path)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 339, in _load_module_source
    module = imp.load_source(full_name, path, module_file)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/connection/netconf.py", line 90, in <module>
    raise AnsibleError("ncclient is not installed")
AnsibleError: ncclient is not installed

2017-12-18 10:23:54,267 p=27085 u=packetferret |  fatal: [leaf04_re]: FAILED! => {"changed": false, "msg": "unable to open shell. Please see: https://docs.ansible.com/ansible/network_debug_troubleshooting.html#unable-to-open-shell"}
2017-12-18 10:23:54,318 p=27085 u=packetferret |  fatal: [leaf02_re]: FAILED! => {"changed": false, "msg": "unable to open shell. Please see: https://docs.ansible.com/ansible/network_debug_troubleshooting.html#unable-to-open-shell"}
2017-12-18 10:23:54,472 p=27085 u=packetferret |  fatal: [leaf03_re]: FAILED! => {"changed": false, "msg": "unable to open shell. Please see: https://docs.ansible.com/ansible/network_debug_troubleshooting.html#unable-to-open-shell"}
2017-12-18 10:23:54,570 p=27085 u=packetferret |  fatal: [leaf01_re]: FAILED! => {"changed": false, "msg": "unable to open shell. Please see: https://docs.ansible.com/ansible/network_debug_troubleshooting.html#unable-to-open-shell"}
2017-12-18 10:23:54,571 p=27085 u=packetferret |  	to retry, use: --limit @/home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/junos_apply_configuration.retry

2017-12-18 10:23:54,571 p=27085 u=packetferret |  PLAY RECAP ************************************************************************************************************************************************************************************
2017-12-18 10:23:54,572 p=27085 u=packetferret |  leaf01_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 10:23:54,572 p=27085 u=packetferret |  leaf02_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 10:23:54,572 p=27085 u=packetferret |  leaf03_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 10:23:54,572 p=27085 u=packetferret |  leaf04_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 10:24:05,145 p=27216 u=packetferret |  PLAY [### JUNOS - APPLY CONFIGURATION ###] ****************************************************************************************************************************************************
2017-12-18 10:24:05,173 p=27216 u=packetferret |  TASK [# JUNOS - APPLY CONFIGURATION #] ********************************************************************************************************************************************************
2017-12-18 10:24:05,923 p=27231 u=packetferret |  creating new control socket for host leaf04_re:8830 as user root
2017-12-18 10:24:05,923 p=27231 u=packetferret |  control socket path is /home/packetferret/.ansible/pc/970562d4c7
2017-12-18 10:24:05,923 p=27231 u=packetferret |  current working directory is /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access
2017-12-18 10:24:05,923 p=27231 u=packetferret |  using connection plugin netconf
2017-12-18 10:24:05,925 p=27231 u=packetferret |  failed to create control socket for host leaf04_re
2017-12-18 10:24:05,926 p=27231 u=packetferret |  Traceback (most recent call last):
  File "/usr/bin/ansible-connection", line 315, in main
    server = Server(socket_path, pc)
  File "/usr/bin/ansible-connection", line 111, in __init__
    self.connection = connection_loader.get(play_context.connection, play_context, sys.stdin)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 363, in get
    self._module_cache[path] = self._load_module_source(name, path)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 339, in _load_module_source
    module = imp.load_source(full_name, path, module_file)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/connection/netconf.py", line 90, in <module>
    raise AnsibleError("ncclient is not installed")
AnsibleError: ncclient is not installed

2017-12-18 10:24:05,955 p=27230 u=packetferret |  creating new control socket for host leaf03_re:8830 as user root
2017-12-18 10:24:05,956 p=27230 u=packetferret |  control socket path is /home/packetferret/.ansible/pc/4a5db9edcc
2017-12-18 10:24:05,956 p=27230 u=packetferret |  current working directory is /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access
2017-12-18 10:24:05,956 p=27230 u=packetferret |  using connection plugin netconf
2017-12-18 10:24:05,958 p=27230 u=packetferret |  failed to create control socket for host leaf03_re
2017-12-18 10:24:05,959 p=27230 u=packetferret |  Traceback (most recent call last):
  File "/usr/bin/ansible-connection", line 315, in main
    server = Server(socket_path, pc)
  File "/usr/bin/ansible-connection", line 111, in __init__
    self.connection = connection_loader.get(play_context.connection, play_context, sys.stdin)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 363, in get
    self._module_cache[path] = self._load_module_source(name, path)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 339, in _load_module_source
    module = imp.load_source(full_name, path, module_file)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/connection/netconf.py", line 90, in <module>
    raise AnsibleError("ncclient is not installed")
AnsibleError: ncclient is not installed

2017-12-18 10:24:06,232 p=27228 u=packetferret |  creating new control socket for host 127.0.0.1:8830 as user root
2017-12-18 10:24:06,232 p=27228 u=packetferret |  control socket path is /home/packetferret/.ansible/pc/4c38478c28
2017-12-18 10:24:06,232 p=27228 u=packetferret |  current working directory is /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access
2017-12-18 10:24:06,232 p=27228 u=packetferret |  using connection plugin netconf
2017-12-18 10:24:06,234 p=27228 u=packetferret |  failed to create control socket for host 127.0.0.1
2017-12-18 10:24:06,235 p=27228 u=packetferret |  Traceback (most recent call last):
  File "/usr/bin/ansible-connection", line 315, in main
    server = Server(socket_path, pc)
  File "/usr/bin/ansible-connection", line 111, in __init__
    self.connection = connection_loader.get(play_context.connection, play_context, sys.stdin)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 363, in get
    self._module_cache[path] = self._load_module_source(name, path)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 339, in _load_module_source
    module = imp.load_source(full_name, path, module_file)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/connection/netconf.py", line 90, in <module>
    raise AnsibleError("ncclient is not installed")
AnsibleError: ncclient is not installed

2017-12-18 10:24:06,243 p=27229 u=packetferret |  creating new control socket for host leaf02_re:8830 as user root
2017-12-18 10:24:06,243 p=27229 u=packetferret |  control socket path is /home/packetferret/.ansible/pc/277a7cb7e3
2017-12-18 10:24:06,243 p=27229 u=packetferret |  current working directory is /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access
2017-12-18 10:24:06,244 p=27229 u=packetferret |  using connection plugin netconf
2017-12-18 10:24:06,245 p=27229 u=packetferret |  failed to create control socket for host leaf02_re
2017-12-18 10:24:06,245 p=27229 u=packetferret |  Traceback (most recent call last):
  File "/usr/bin/ansible-connection", line 315, in main
    server = Server(socket_path, pc)
  File "/usr/bin/ansible-connection", line 111, in __init__
    self.connection = connection_loader.get(play_context.connection, play_context, sys.stdin)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 363, in get
    self._module_cache[path] = self._load_module_source(name, path)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 339, in _load_module_source
    module = imp.load_source(full_name, path, module_file)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/connection/netconf.py", line 90, in <module>
    raise AnsibleError("ncclient is not installed")
AnsibleError: ncclient is not installed

2017-12-18 10:24:15,948 p=27216 u=packetferret |  fatal: [leaf04_re]: FAILED! => {"changed": false, "msg": "unable to open shell. Please see: https://docs.ansible.com/ansible/network_debug_troubleshooting.html#unable-to-open-shell"}
2017-12-18 10:24:15,983 p=27216 u=packetferret |  fatal: [leaf03_re]: FAILED! => {"changed": false, "msg": "unable to open shell. Please see: https://docs.ansible.com/ansible/network_debug_troubleshooting.html#unable-to-open-shell"}
2017-12-18 10:24:16,258 p=27216 u=packetferret |  fatal: [leaf01_re]: FAILED! => {"changed": false, "msg": "unable to open shell. Please see: https://docs.ansible.com/ansible/network_debug_troubleshooting.html#unable-to-open-shell"}
2017-12-18 10:24:16,271 p=27216 u=packetferret |  fatal: [leaf02_re]: FAILED! => {"changed": false, "msg": "unable to open shell. Please see: https://docs.ansible.com/ansible/network_debug_troubleshooting.html#unable-to-open-shell"}
2017-12-18 10:24:16,271 p=27216 u=packetferret |  	to retry, use: --limit @/home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/junos_apply_configuration.retry

2017-12-18 10:24:16,272 p=27216 u=packetferret |  PLAY RECAP ************************************************************************************************************************************************************************************
2017-12-18 10:24:16,272 p=27216 u=packetferret |  leaf01_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 10:24:16,272 p=27216 u=packetferret |  leaf02_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 10:24:16,272 p=27216 u=packetferret |  leaf03_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 10:24:16,272 p=27216 u=packetferret |  leaf04_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 10:24:22,592 p=27348 u=packetferret |  PLAY [### JUNOS - APPLY CONFIGURATION ###] ****************************************************************************************************************************************************
2017-12-18 10:24:22,621 p=27348 u=packetferret |  TASK [# JUNOS - APPLY CONFIGURATION #] ********************************************************************************************************************************************************
2017-12-18 10:24:23,543 p=27363 u=packetferret |  creating new control socket for host leaf04_re:8830 as user vagrant
2017-12-18 10:24:23,543 p=27363 u=packetferret |  control socket path is /home/packetferret/.ansible/pc/e00737af98
2017-12-18 10:24:23,543 p=27363 u=packetferret |  current working directory is /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access
2017-12-18 10:24:23,544 p=27363 u=packetferret |  using connection plugin netconf
2017-12-18 10:24:23,545 p=27363 u=packetferret |  failed to create control socket for host leaf04_re
2017-12-18 10:24:23,546 p=27363 u=packetferret |  Traceback (most recent call last):
  File "/usr/bin/ansible-connection", line 315, in main
    server = Server(socket_path, pc)
  File "/usr/bin/ansible-connection", line 111, in __init__
    self.connection = connection_loader.get(play_context.connection, play_context, sys.stdin)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 363, in get
    self._module_cache[path] = self._load_module_source(name, path)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 339, in _load_module_source
    module = imp.load_source(full_name, path, module_file)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/connection/netconf.py", line 90, in <module>
    raise AnsibleError("ncclient is not installed")
AnsibleError: ncclient is not installed

2017-12-18 10:24:23,595 p=27362 u=packetferret |  creating new control socket for host leaf03_re:8830 as user vagrant
2017-12-18 10:24:23,595 p=27362 u=packetferret |  control socket path is /home/packetferret/.ansible/pc/dc001ab4ac
2017-12-18 10:24:23,595 p=27362 u=packetferret |  current working directory is /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access
2017-12-18 10:24:23,595 p=27362 u=packetferret |  using connection plugin netconf
2017-12-18 10:24:23,597 p=27362 u=packetferret |  failed to create control socket for host leaf03_re
2017-12-18 10:24:23,597 p=27362 u=packetferret |  Traceback (most recent call last):
  File "/usr/bin/ansible-connection", line 315, in main
    server = Server(socket_path, pc)
  File "/usr/bin/ansible-connection", line 111, in __init__
    self.connection = connection_loader.get(play_context.connection, play_context, sys.stdin)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 363, in get
    self._module_cache[path] = self._load_module_source(name, path)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 339, in _load_module_source
    module = imp.load_source(full_name, path, module_file)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/connection/netconf.py", line 90, in <module>
    raise AnsibleError("ncclient is not installed")
AnsibleError: ncclient is not installed

2017-12-18 10:24:23,788 p=27360 u=packetferret |  creating new control socket for host 127.0.0.1:8830 as user vagrant
2017-12-18 10:24:23,789 p=27360 u=packetferret |  control socket path is /home/packetferret/.ansible/pc/29f1c2c69f
2017-12-18 10:24:23,789 p=27360 u=packetferret |  current working directory is /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access
2017-12-18 10:24:23,789 p=27360 u=packetferret |  using connection plugin netconf
2017-12-18 10:24:23,790 p=27360 u=packetferret |  failed to create control socket for host 127.0.0.1
2017-12-18 10:24:23,791 p=27360 u=packetferret |  Traceback (most recent call last):
  File "/usr/bin/ansible-connection", line 315, in main
    server = Server(socket_path, pc)
  File "/usr/bin/ansible-connection", line 111, in __init__
    self.connection = connection_loader.get(play_context.connection, play_context, sys.stdin)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 363, in get
    self._module_cache[path] = self._load_module_source(name, path)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 339, in _load_module_source
    module = imp.load_source(full_name, path, module_file)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/connection/netconf.py", line 90, in <module>
    raise AnsibleError("ncclient is not installed")
AnsibleError: ncclient is not installed

2017-12-18 10:24:23,791 p=27361 u=packetferret |  creating new control socket for host leaf02_re:8830 as user vagrant
2017-12-18 10:24:23,791 p=27361 u=packetferret |  control socket path is /home/packetferret/.ansible/pc/e9287ef878
2017-12-18 10:24:23,791 p=27361 u=packetferret |  current working directory is /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access
2017-12-18 10:24:23,792 p=27361 u=packetferret |  using connection plugin netconf
2017-12-18 10:24:23,793 p=27361 u=packetferret |  failed to create control socket for host leaf02_re
2017-12-18 10:24:23,794 p=27361 u=packetferret |  Traceback (most recent call last):
  File "/usr/bin/ansible-connection", line 315, in main
    server = Server(socket_path, pc)
  File "/usr/bin/ansible-connection", line 111, in __init__
    self.connection = connection_loader.get(play_context.connection, play_context, sys.stdin)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 363, in get
    self._module_cache[path] = self._load_module_source(name, path)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 339, in _load_module_source
    module = imp.load_source(full_name, path, module_file)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/connection/netconf.py", line 90, in <module>
    raise AnsibleError("ncclient is not installed")
AnsibleError: ncclient is not installed

2017-12-18 10:24:33,570 p=27348 u=packetferret |  fatal: [leaf04_re]: FAILED! => {"changed": false, "msg": "unable to open shell. Please see: https://docs.ansible.com/ansible/network_debug_troubleshooting.html#unable-to-open-shell"}
2017-12-18 10:24:33,622 p=27348 u=packetferret |  fatal: [leaf03_re]: FAILED! => {"changed": false, "msg": "unable to open shell. Please see: https://docs.ansible.com/ansible/network_debug_troubleshooting.html#unable-to-open-shell"}
2017-12-18 10:24:33,817 p=27348 u=packetferret |  fatal: [leaf02_re]: FAILED! => {"changed": false, "msg": "unable to open shell. Please see: https://docs.ansible.com/ansible/network_debug_troubleshooting.html#unable-to-open-shell"}
2017-12-18 10:24:33,819 p=27348 u=packetferret |  fatal: [leaf01_re]: FAILED! => {"changed": false, "msg": "unable to open shell. Please see: https://docs.ansible.com/ansible/network_debug_troubleshooting.html#unable-to-open-shell"}
2017-12-18 10:24:33,821 p=27348 u=packetferret |  	to retry, use: --limit @/home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/junos_apply_configuration.retry

2017-12-18 10:24:33,821 p=27348 u=packetferret |  PLAY RECAP ************************************************************************************************************************************************************************************
2017-12-18 10:24:33,821 p=27348 u=packetferret |  leaf01_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 10:24:33,821 p=27348 u=packetferret |  leaf02_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 10:24:33,821 p=27348 u=packetferret |  leaf03_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 10:24:33,821 p=27348 u=packetferret |  leaf04_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 10:25:08,741 p=27500 u=packetferret |  PLAY [### JUNOS - APPLY CONFIGURATION ###] ****************************************************************************************************************************************************
2017-12-18 10:25:08,767 p=27500 u=packetferret |  TASK [# JUNOS - APPLY CONFIGURATION #] ********************************************************************************************************************************************************
2017-12-18 10:25:09,555 p=27511 u=packetferret |  creating new control socket for host 127.0.0.1:8830 as user vagrant
2017-12-18 10:25:09,556 p=27511 u=packetferret |  control socket path is /home/packetferret/.ansible/pc/29f1c2c69f
2017-12-18 10:25:09,556 p=27511 u=packetferret |  current working directory is /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access
2017-12-18 10:25:09,556 p=27511 u=packetferret |  using connection plugin netconf
2017-12-18 10:25:09,557 p=27511 u=packetferret |  failed to create control socket for host 127.0.0.1
2017-12-18 10:25:09,558 p=27511 u=packetferret |  Traceback (most recent call last):
  File "/usr/bin/ansible-connection", line 315, in main
    server = Server(socket_path, pc)
  File "/usr/bin/ansible-connection", line 111, in __init__
    self.connection = connection_loader.get(play_context.connection, play_context, sys.stdin)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 363, in get
    self._module_cache[path] = self._load_module_source(name, path)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 339, in _load_module_source
    module = imp.load_source(full_name, path, module_file)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/connection/netconf.py", line 90, in <module>
    raise AnsibleError("ncclient is not installed")
AnsibleError: ncclient is not installed

2017-12-18 10:25:09,676 p=27514 u=packetferret |  creating new control socket for host leaf03_re:8830 as user vagrant
2017-12-18 10:25:09,676 p=27514 u=packetferret |  control socket path is /home/packetferret/.ansible/pc/dc001ab4ac
2017-12-18 10:25:09,676 p=27514 u=packetferret |  current working directory is /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access
2017-12-18 10:25:09,676 p=27514 u=packetferret |  using connection plugin netconf
2017-12-18 10:25:09,677 p=27514 u=packetferret |  failed to create control socket for host leaf03_re
2017-12-18 10:25:09,678 p=27514 u=packetferret |  Traceback (most recent call last):
  File "/usr/bin/ansible-connection", line 315, in main
    server = Server(socket_path, pc)
  File "/usr/bin/ansible-connection", line 111, in __init__
    self.connection = connection_loader.get(play_context.connection, play_context, sys.stdin)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 363, in get
    self._module_cache[path] = self._load_module_source(name, path)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 339, in _load_module_source
    module = imp.load_source(full_name, path, module_file)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/connection/netconf.py", line 90, in <module>
    raise AnsibleError("ncclient is not installed")
AnsibleError: ncclient is not installed

2017-12-18 10:25:09,812 p=27513 u=packetferret |  creating new control socket for host leaf02_re:8830 as user vagrant
2017-12-18 10:25:09,812 p=27513 u=packetferret |  control socket path is /home/packetferret/.ansible/pc/e9287ef878
2017-12-18 10:25:09,812 p=27513 u=packetferret |  current working directory is /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access
2017-12-18 10:25:09,812 p=27513 u=packetferret |  using connection plugin netconf
2017-12-18 10:25:09,813 p=27513 u=packetferret |  failed to create control socket for host leaf02_re
2017-12-18 10:25:09,814 p=27513 u=packetferret |  Traceback (most recent call last):
  File "/usr/bin/ansible-connection", line 315, in main
    server = Server(socket_path, pc)
  File "/usr/bin/ansible-connection", line 111, in __init__
    self.connection = connection_loader.get(play_context.connection, play_context, sys.stdin)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 363, in get
    self._module_cache[path] = self._load_module_source(name, path)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 339, in _load_module_source
    module = imp.load_source(full_name, path, module_file)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/connection/netconf.py", line 90, in <module>
    raise AnsibleError("ncclient is not installed")
AnsibleError: ncclient is not installed

2017-12-18 10:25:09,893 p=27515 u=packetferret |  creating new control socket for host leaf04_re:8830 as user vagrant
2017-12-18 10:25:09,893 p=27515 u=packetferret |  control socket path is /home/packetferret/.ansible/pc/e00737af98
2017-12-18 10:25:09,893 p=27515 u=packetferret |  current working directory is /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access
2017-12-18 10:25:09,893 p=27515 u=packetferret |  using connection plugin netconf
2017-12-18 10:25:09,894 p=27515 u=packetferret |  failed to create control socket for host leaf04_re
2017-12-18 10:25:09,894 p=27515 u=packetferret |  Traceback (most recent call last):
  File "/usr/bin/ansible-connection", line 315, in main
    server = Server(socket_path, pc)
  File "/usr/bin/ansible-connection", line 111, in __init__
    self.connection = connection_loader.get(play_context.connection, play_context, sys.stdin)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 363, in get
    self._module_cache[path] = self._load_module_source(name, path)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/loader.py", line 339, in _load_module_source
    module = imp.load_source(full_name, path, module_file)
  File "/usr/lib/python2.7/site-packages/ansible/plugins/connection/netconf.py", line 90, in <module>
    raise AnsibleError("ncclient is not installed")
AnsibleError: ncclient is not installed

2017-12-18 10:25:19,583 p=27500 u=packetferret |  fatal: [leaf01_re]: FAILED! => {"changed": false, "msg": "unable to open shell. Please see: https://docs.ansible.com/ansible/network_debug_troubleshooting.html#unable-to-open-shell"}
2017-12-18 10:25:19,703 p=27500 u=packetferret |  fatal: [leaf03_re]: FAILED! => {"changed": false, "msg": "unable to open shell. Please see: https://docs.ansible.com/ansible/network_debug_troubleshooting.html#unable-to-open-shell"}
2017-12-18 10:25:19,839 p=27500 u=packetferret |  fatal: [leaf02_re]: FAILED! => {"changed": false, "msg": "unable to open shell. Please see: https://docs.ansible.com/ansible/network_debug_troubleshooting.html#unable-to-open-shell"}
2017-12-18 10:25:19,921 p=27500 u=packetferret |  fatal: [leaf04_re]: FAILED! => {"changed": false, "msg": "unable to open shell. Please see: https://docs.ansible.com/ansible/network_debug_troubleshooting.html#unable-to-open-shell"}
2017-12-18 10:25:19,922 p=27500 u=packetferret |  	to retry, use: --limit @/home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/junos_apply_configuration.retry

2017-12-18 10:25:19,922 p=27500 u=packetferret |  PLAY RECAP ************************************************************************************************************************************************************************************
2017-12-18 10:25:19,922 p=27500 u=packetferret |  leaf01_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 10:25:19,922 p=27500 u=packetferret |  leaf02_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 10:25:19,922 p=27500 u=packetferret |  leaf03_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 10:25:19,922 p=27500 u=packetferret |  leaf04_re                  : ok=0    changed=0    unreachable=0    failed=1   
2017-12-18 10:27:09,138 p=27877 u=packetferret |  PLAY [### JUNOS - APPLY CONFIGURATION ###] ****************************************************************************************************************************************************
2017-12-18 10:27:09,165 p=27877 u=packetferret |  TASK [# JUNOS - APPLY CONFIGURATION #] ********************************************************************************************************************************************************
2017-12-18 10:27:09,183 p=27877 u=packetferret |  fatal: [leaf02_re]: FAILED! => {"msg": "The task includes an option with an undefined variable. The error was: 'ansible_ssh_private_key_file' is undefined\n\nThe error appears to have been in '/home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/junos_apply_configuration.yml': line 7, column 9, but may\nbe elsewhere in the file depending on the exact syntax problem.\n\nThe offending line appears to be:\n\n    tasks:\n      - name: \"# JUNOS - APPLY CONFIGURATION #\"\n        ^ here\n\nexception type: <class 'ansible.errors.AnsibleUndefinedVariable'>\nexception: 'ansible_ssh_private_key_file' is undefined"}
